ID,lor,lorca,move,wmove,hhsiz,oth_adults,num_children,age1,sex1,bj1,cj1,months,born1,deg1,mcol,wcol,mar1,SpouseExists,emp1,lbefor,holo1,cholo1,gholo1,Rel2,age2,sex2,bj2,cj2,Rel3,age3,sex3,bj3,cj3,Rel4,age4,sex4,bj4,cj4,Rel5,age5,sex5,bj5,cj5,Rel6,age6,sex6,bj6,cj6,Rel7,age7,sex7,bj7,cj7,Rel8,age8,sex8,bj8,cj8,Rel9,age9,sex9,bj9,cj9,Rel10,age10,sex10,bj10,cj10,agec1,sexc1,bjc1,cjc1,agec2,sexc2,bjc2,cjc2,agec3,sexc3,bjc3,cjc3,agec4,sexc4,bjc4,cjc4,agec5,sexc5,bjc5,cjc5,agec6,sexc6,bjc6,cjc6,agec7,sexc7,bjc7,cjc7,agec8,sexc8,bjc8,cjc8,agec9,sexc9,bjc9,cjc9,born2,deg2,mar2,emp2,holo2,cholo2,gholo2,born3,deg3,mar3,emp3,holo3,cholo3,gholo3,born4,deg4,mar4,emp4,holo4,cholo4,gholo4,born5,deg5,mar5,emp5,holo5,cholo5,gholo5,born6,deg6,mar6,emp6,holo6,cholo6,gholo6,born7,deg7,mar7,emp7,holo7,cholo7,gholo7,born8,deg8,mar8,emp8,holo8,cholo8,gholo8,born9,deg9,mar9,emp9,holo9,cholo9,gholo9,born10,deg10,mar10,emp10,holo10,cholo10,gholo10,ajed,JDSSun,sleep,YG,Hillel,HillChab,JCOLcourse,seder,hancan,tree,fcan,Oth_Sab,mezz,kosherin,kout,lights,ocr,ModOrth,attend,proud,belong,special,impjew,aded,othered,cultural,dis,sup,supweek,givecareyoung,needcoor,reccoor,jreccoor,needcoory,reccoory,jreccoory,needcoun,reccoun,jreccoun,needjob,recjob,jrecjob,needcment,reccment,jreccment,needis,recdis,jrecdis,needhh,rechh,jrechh,needalf,recalf,jrecalf,neednurs,recnurs,jrecnurs,needmeal,recmeal,jrecmeal,needtran,rectran,jrectran,needsupserv,recsupserv,jrecsupserv,needhandy,rechandy,jrechandy,needsday,recsday,jrecsday,prefKosher,givecare,Live100,facility,pjalf,prefKosher2,ac,wac1,wac2,pre1,pre2,pre3,pre4,pre5,pre6,pre7,pre8,pre9,school1,cjed1,school2,cjed2,school3,cjed3,school4,cjed4,school5,cjed5,school6,cjed6,school7,cjed7,school8,cjed8,school9,cjed9,consid,noday1,noday2,costday,pjafter,qpublic,famday1,quaday1,famday2,quaday2,famday3,quaday3,famday4,quaday4,famday5,quaday5,famday6,quaday6,cgo,goisrc,costisr,costcamp,costcampday,YGC1,YGC2,YGC3,YGC4,YGC5,YGC6,YGC7,YGC8,YGC9,PJLibrary,synmem,synpart,Outreach,partchabad,partaish,partwell,JCCmem,partJCC,JCCProgram,nojoin,nojoin_other,member,partloc,antism,antiyr,antichild,convisr,hesitate,emotion,ago,goisr,voljew,volnj,famfed,quafed,famjcc,quajcc,famapt,quaapt,famalf,quaalf,famJFS,quaJFS,famjcrc,quajcrc,famjvs,quajvs,famcamp,quacamp,famyad,quayad,famhosp,quahosp,famfriend,quafriend,famkadima,quakadima,famjarc,quajarc,famloan,qualoan,fambbyo,quabbyo,ownweb,quaweb,jread,jreadP_OL,quaread,citizen,reg,vote,party,LGBT,childgay,jfed,preamtfed,amtfed,cont,jchar,prejchar1,jchar1,mor2isr,mor2loc,morsay,askfrnd,inperson,njchar,prenjchar1,njchar1,jedec,eld,pisr,jover,child2camp,child2isr,poor,jorgnj,oppsrc,scholarships,nogivefed,qn121cot,will,prov,jprov,fedprov,knowplan,qn124everb,giveinternet,LL,finsit,ownrent,Inc100,Inc12,Inc20,Inc24,Inc28,Inc33,Inc37,Inc42,needfin,recfin,jrecfin,date,length,finalstrata,County,WF,HHwghtbal,popwght,popwghtBal,everjed1,everjed2,everjed3,everjed4,everjed5,everjed6,everjed7,everjed8,everjed9,cump1,cump2,cump3,cump4,cump5,cump6,cump7,cump8,cump9,inc,area,cmonths,clor,clorca,cclor5,cclor10,cclor10a,cclor20,defmove,probmove,fsu,city,cage1,cage2,cage3,cage4,cage5,cage6,cage7,cagec1,cagec2,cagec3,cagec4,cagec5,cagec6,cagec7,cagec8,cagec9,sage1,sage2,sage3,sage4,sage5,sage6,sage7,sagec1,sagec2,sagec3,sagec4,sagec5,sagec6,sagec7,sagec8,sagec9,newcjc1,newcjc2,newcjc3,newcjc4,newcjc5,newcjc6,newcjc7,newcjc8,newcjc9,edage1,edage2,edage3,edage4,edage5,edage6,edage7,cedage1,cedage2,cedage3,cedage4,cedage5,cedage6,cedage7,ccage1,ccage2,ccage3,ccage4,ccage5,ccage6,ccage7,ccagec1,ccagec2,ccagec3,ccagec4,ccagec5,ccagec6,ccagec7,ccagec8,ccagec9,age1849,nage1,nage2,nage3,nage4,nage5,nage6,nage7,nagec1,nagec2,nagec3,nagec4,nagec5,nagec6,nagec7,nagec8,nagec9,mage1,mage2,mage3,mage4,mage5,mage6,mage7,magec1,magec2,magec3,magec4,magec5,magec6,magec7,magec8,magec9,pjage1,pjage2,pjage3,pjage4,pjage5,pjage6,pjage7,pjagec1,pjagec2,pjagec3,pjagec4,pjagec5,pjagec6,pjagec7,pjagec8,pjagec9,eceage1,eceage2,eceage3,eceage4,eceage5,eceage6,eceage7,eceagec1,eceagec2,eceagec3,eceagec4,eceagec5,eceagec6,eceagec7,eceagec8,eceagec9,eldage65,eldage75,headage,headage1849,cccage1,cccage2,cccage3,cccage4,cccage5,cccage6,cccage7,cheadage,campagec1,campagec2,campagec3,campagec4,campagec5,campagec6,campagec7,campagec8,campagec9,sagec1a,sagec2a,sagec3a,sagec4a,sagec5a,sagec6a,sagec7a,sagec8a,sagec9a,sagec1b,sagec2b,sagec3b,sagec4b,sagec5b,sagec6b,sagec7b,sagec8b,sagec9b,sagec1c,sagec2c,sagec3c,sagec4c,sagec5c,sagec6c,sagec7c,sagec8c,sagec9c,chhsiz,nchild,njchild,nchild5,njchild5,njchild8,njchild9,nchild12,njchild12,njchild317,njchild617,njchild517,npjchild617,nteen,njteen,nadultch20,nadultch30,nadultch2,nadult,njadult,nelder65,nelder2,nelder75,nelder3,nadults1864,nsing,nsing2,nmarried,njews,family,cfamily,jhhc,bhhc,jsex,conv1,conv2,conv3,conv4,conv5,conv6,conv7,convc1,convc2,convc3,convc4,convc5,convc6,convc7,convc8,convc9,inter1,inter,interhhk,all_jews,all_brnj,alone,clbefor,cborn1,cborn2,cborn3,cborn4,cborn5,cborn6,cborn7,cclbefor,ccborn1,ccborn2,ccborn3,ccborn4,ccborn5,ccborn6,ccborn7,cdeg1,cdeg2,cdeg3,cdeg4,cdeg5,cdeg6,cdeg7,cmar1,cmar2,cmar3,cmar4,cmar5,cmar6,cmar7,divor_hh,anydiv,anywid,ccmar1,ccmar2,ccmar3,ccmar4,ccmar5,ccmar6,ccmar7,cemp1,cemp2,cemp3,cemp4,cemp5,cemp6,cemp7,latch,cajed,practice,pracmezz,cseder,chancan,cfcan,ctree,cocr,cattend,ccattend,disability,coor,coory,coun,fin,job,ldis,cment,ccoor,ccoory,ccoun,cfin,ccment,cjob,cldis,supserv,handy,alf,nurs,meal,sday,tran,csupserv,chandy,calf,cnurs,hh,chh,cmeal,csday,ctran,anyelderly,needss,eldcare,celdcare,aclocal,nac,heirs,neweverjed1,neweverjed2,neweverjed3,neweverjed4,neweverjed5,neweverjed6,neweverjed7,neweverjed8,neweverjed9,consider,consider2,dcamp1,dcamp2,dcamp3,dcamp4,dcamp5,dcamp6,dcamp7,dcamp8,dcamp9,scamp1,scamp2,scamp3,scamp4,scamp5,scamp6,scamp7,scamp8,scamp9,anyjew1,anyjew2,anyjew3,anyjew4,anyjew5,anyjew6,anyjew7,anyjew8,anyjew9,assoc,assoc2,alljew,cquafed,cjread,citizen2,reg2,party2,donate,cdonate,camtfed,ccamtfed,amt100,cjchar1,cnjchar1,amtfedYN,jcharYN,njcharYN,anyj$,jnjovrlp,spamtfed,newwill,newwill2,cinc,ccinc50,ccinc50a,ccinc100,ccinc200,ccinc25_100,poverty,subarea,profilefamily,profileocr,profileajed,ccocr,cnojoin,holo0,cholo0,gholo0,anyshoah,anyshoahG,vol,chabad,dischild,cgoisr,cgoisrc,anyisr,citywork,city2
1,50,4,3,100,1,0,0,75,1,1,1, ,602,11,1,35,105, ,4, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , ,2,2,1,4,3,0,2,2,2,1,5, ,3, , , ,3, , , ,2, , ,2,2, , ,2, , ,2, , , , , , , , , , , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , ,2,3,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , ,2,1,1, , ,1,4,3,1, , , ,1, , , , ,1,2, , , , , , , , , , , , ,1,1,2,2,3, , , , , , , ,3, ,1,1, , ,4, , , , , , ,2, ,1,2,1, ,2, ,-1,1,2,1,1,2,1,1,0,3, ,1,1, ,3,2, , , , , ,1,2, , , ,01,1, ,3, ,2, , , , , , , , , , ,18012116,20.4,2,2,190.464947819899,7.19431305550201,191.020383665846,2.67928852587858, , , , , , , , , , , , , , , , , , ,6,102, ,4,1,2,3,4,3,2,2,2,901,16, , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , ,2, , , , , , ,6, , , , , , , , , , , , , , , ,6,9, , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,16, , , , , , , , , , , , , , , ,16, , , , , , , , , , , , , , , ,2,2,6,6,102, , , , , , ,102, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,0,1,116,206,3,3,1,2, , , , , , , , , , , , , , , ,0, ,2,1,1,101, ,111, , , , , , , ,202, , , , , , ,104, , , , , , ,112, , , , , , ,1,101,102,201, , , , , , ,104, , , , , , , , ,1,1,101,101,102,102,105,102,102,100,104,104,104,104,0,0,0,202,202,202,202, , , ,104,104,104,104,104,104,104,202,202,202,202,104,202,202,202,202,2,2,2, ,103,0,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,102,102,1,0, ,1,101,1,1,1,-1,0,101,102,101,101,103,101,101,101,104,104,102,102,101,6,2, ,206,105, ,201,200,2,2,2,2,2,0,2,2,999, , , ,901
2,37,20,4,100,2,1,0,76,1,1,1,12,34,12,2, ,101, ,1, , , , ,2,75,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,15,101,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,4,3,0,1,1,2,1,2, ,4,1,1,1, , , , ,2, , ,2,2, , ,2, , ,2, , , , , , , , , , , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , ,2,3,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , ,2, , ,4, ,2,3, , , , , ,3, , ,2,2,2,4, , , , , , ,2,2, , , , ,3, ,2,2, , , , ,3, , , ,3, , , ,2, ,3,1,3, , , ,2, , ,2, ,-1,2,1,2,2, , , , , ,1,2,4,3, , , , , ,2,1,2,3,10, ,1,2, , , ,02,1, , , ,2, , , , , , , , , , ,18012117,25.1,2,0,74.5297850429807,2.8151668414363,149.494259142162,2.09683514145266, , , , , , , , , , , , , , , , , , ,6,101,2,4,4,2,3,4,3,2,2,2,105,16,16, , , , , , , , , , , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , , ,2,2, , , , , ,6,6, , , , , , , , , , , , , , ,6,9,9, , , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , , ,16,16, , , , , , , , , , , , , , ,16,16, , , , , , , , , , , , , , ,2,2,6,6,102,102, , , , , ,102, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,0,0,2,2,2,111,205,3,3,1,2,2, , , , , , , , , , , , , , ,1,1,2,1,1,102, ,102,102, , , , , , ,201,201, , , , , ,104,104, , , , , ,110,110, , , , , ,2,102,102,110,110, , , , , ,101,104, , , , , , , ,1,1,101,101,102,102,102,103,103,100,104,104,104,104,0,0,0,202,202,202,202, , , ,104,104,104,104,104,104,104,202,202,202,202,104,202,202,202,202,2,2,2, ,103,0,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,103,101,1,0,2,3,102,-1,-1,-1,2,3,102,101,101,101,103,-1,101,101,104,104,102,102,101,6,2,105,205,102, ,201,102,2,2,2,2,2,4,2,2,999, , ,901,105
3,33,12,3,100,3,2,0,61,2,2,1,12,37,7,2, ,101, ,1,37, , , ,2,58,1,1,1,7,20,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,15,101,1, ,2,2,1,3,102,8, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,4,3,1,2,2,1,4, ,4,1,1,2,2,1,2,2,2, , ,2,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , ,2,2,2, , , , , , , , , , , , , , ,3, ,1,2, , , , , , , , , , ,3, , , ,3, ,2,3, , , , , , ,2,3,2, , , , , ,1,2,2,2, ,1,1,0, ,2, ,-1, , , , , ,1,2,1, , , , , , , , , , , , , , , , , ,03,2, , , ,2, , , , , , , , , , ,18012119,16.1,9,0,32.1098138196573,1.21286386506633,96.6103583700297,1.35507540972508, , , , , , , , , , , , , , , , , , ,7,101,2,4,3,2,3,4,3,2,2,2,103,13,12,5, , , , , , , , , , , , , ,8,8,4, , , , , , , , , , , , , , , , , , , , , , ,4,4,1, , , , ,2,2,1, , , , ,4,4,2, , , , , , , , , , , , , ,4,7,7,4, , , , , , , , , , , , , ,2,2,2, , , , , , , , , , , , , ,13,12,5, , , , , , , , , , , , , ,13,12,5, , , , , , , , , , , , , ,1,1,4,4,101,101,101, , , , ,101, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,2,0,2,3,1,1,2,3,104,202,3,3,2,1,2,2, , , , , , , , , , , , , ,2,2,2,1,2,102,103,103,90,90, , , , ,201,201,201,201, , , , ,102,104,101, , , , ,110,110,113, , , , ,2,102,102,110,110,201, , , , ,101,101,106, , , , , , ,1,1,101,102,102,102,104,103,103,100,104,104,104,104,104,0,0,202,202,202,202, ,202, ,0,0,0,0,0,0,0, , , , ,0, , , , ,3,2,2, ,103,1,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1, , ,1,1,2,1,101,0,0,0,-1,1,101,102,101,101,103,0, , ,104,104,102,102,101,7,2,103,202,104, ,201,200,2,2,2,2,2,0, ,2,999, , ,103,103
4,62,34,3,100,4,3,0,62,1,1,1,12,1,8,1,30,101, ,4,1, ,2,2,2,59,2,1,1,7,24,1,1,1,7,20,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,101,5, ,2,2,1,8,102,8, , , ,1,5,102,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , ,1,3,4,4,4,1,2,2,1,2, ,3, , , ,2,2,2,1,2, , ,2,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , ,2,1, ,4, , , , , , , , , ,1,1,1,2,1,1,1,1, , ,2,1, , , , , , , , ,2,1, , ,1,1, , , , , , ,3, , , , , , , , , ,1, , ,1,2,4, ,1,2,3,2,2,2,2,2,1,2,3,2, ,2,2, ,3, , ,2, , , , , , , , ,04,2, , ,102,2, , , , , , , , , , ,18012219,22.2,9,0,12.5647136081549,.474599049244842,50.4054198224596,.706996082725154, , , , , , , , , , , , , , , , , , ,8,101,2,4,4,2,3,4,3,2,2,2,101,13,12,5,5, , , , , , , , , , , , ,8,8,4,4, , , , , , , , , , , , , , , , , , , , , ,4,4,1,1, , , ,2,2,1,1, , , ,4,4,2,2, , , , , , , , , , , , ,4,7,7,4,4, , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,13,12,5,5, , , , , , , , , , , , ,13,12,5,5, , , , , , , , , , , , ,1,1,4,4,101,101,101,101, , , ,101, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,4,0,2,0,2,4,2,1,2,4,104,202,3,3,1,2,2,2,2, , , , , , , , , , , , ,1,1,2,1,1,102,90,90,90,90,90, , , ,201,201,201,201,201, , , ,103,103,103,102, , , ,110,110,113,113, , , ,2,102,102,110,110,201,201, , , ,104,108,106,106, , , , ,102,1,1,101,102,102,102,102,102,102,100,104,104,104,104,104,0,0,202,202,202,202, ,202, ,0,0,0,0,0,0,0, , , , ,0, , , , ,3,2,2, ,101,2,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,101, ,1,0,1,1,101,3,2,1,3,3,101,101,101,101,103,103, , ,105,105,102,102,102,8,2,101,202,102,102,201,102,2,2,2,2,2,1,1,2,100, ,100, ,101
5,70,2,3,100,1,0,0,70,1,1,1, ,1,6, , ,105, ,1,1, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,1,1,4,1,0,1,1,2,1,1,1,7,1,1,1, , , , ,2, , ,2,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,2, , ,1, , , , , , , , ,1, , ,1,2,1,2, , , , ,1,2, , ,3, ,1,1, , , , , , , , , , , , ,1,1,1,2,2, , , , , , , ,1,2, ,2, ,-1,2,1,2,2, , , , , ,2, ,-1,1, ,1,1, ,1,1, , , , , , , , , , ,01,2, ,2,101,1, , , , , , , ,2, , ,18012813,14.9,2,0,74.5297850429807,2.8151668414363,74.7471295710812,1.04841757072633, , , , , , , , , , , , , , , , , , ,3,101, ,4,1,2,3,4,3,2,2,2,102,15, , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , ,2, , , , , , ,5, , , , , , , , , , , , , , , ,5,8, , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,15, , , , , , , , , , , , , , , ,15, , , , , , , , , , , , , , , ,2,1,5,5,102, , , , , , ,102, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,2,0,1,114,206,3,3,1,2, , , , , , , , , , , , , , , ,0, ,2,1,1,101,90,90, , , , , , ,201,201, , , , , , ,102, , , , , , ,112, , , , , , ,1,101,102,201, , , , , , ,101, , , , , , , , ,1,1,101,101,101,102,101,106,201,100,104,104,104,104,104,0,0,202,202,202,202, ,202, ,0,0,0,0,0,0,0, , , , ,0, , , , ,3,2,2, ,102,0,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,102, ,1,0,1,3,102,-1,-1,-1,2,-1,102,101,102,101,102,-1, , ,102,101,101,101,101,3,2,102,206,101, ,101,101,2,2,2,2,2,1, ,2,999, , ,104,102
6,50,6,3,100,2,1,0,60,1,2,2,6,1,8, , ,105, ,4,1, , , ,14,85,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,106,4, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2, , , ,4,4,4,4,4,2,2,2,1,9, ,2,1,1,1, , , , ,2, , ,1,1,1,2,2, , ,2, , ,2, , , , , , , , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , ,2, , ,4, , , ,2,2, ,1,4,2,2, ,2,2,3, ,2,1, , ,3, , , , , , , , , , , , , , , ,3, ,2,2,3, , , , , , , , , ,1,1,2, , ,2, ,-1,2,2, ,-1, , , , , ,1,2,1, , , , , , , , , , , , , , , , , ,02,1, , ,102,1, , , , , , , , , , ,18012814,19.2,2,1,190.464947819899,7.19431305550201,382.040767331691,5.35857705175717, , , , , , , , , , , , , , , , , , ,9,102,1,4,2,2,3,4,3,2,2,2,900,13,18, , , , , , , , , , , , , , ,8,11, , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , , ,2,2, , , , , ,4,6, , , , , , , , , , , , , , ,4,7,9, , , , , , , , , , , , , , ,2,3, , , , , , , , , , , , , , ,13,18, , , , , , , , , , , , , , ,13,18, , , , , , , , , , , , , , ,1,1,4,4,101,102, , , , , ,101, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,2,0,1,306,207,3,2,2,3,2, , , , , , , , , , , , , , ,0, ,2,2,2,102,90,90,90, , , , , ,201,201,201, , , , , ,103,103, , , , , ,112,111, , , , , ,1,101,101,201,201, , , , , ,104,104, , , , , , ,105,2,2,102,102,102,102,106,101,101,100,102,104,104,0,104,0,0,201,202,202, , ,202, ,104,104,104,104,104,104,104,202,202,202,202,104,202,202,202,202,2,1,2, ,101,0,2, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,1,2,3,102,-1,-1,-1,-1,1,102,102,101,102,101,-1, , , , , ,101,101, ,2,900,207,106,105,201,102,2,2,2,2,2,4, ,2,102, ,102, ,900
7,65,26,4,100,4,3,0,65,1,1,1,12,1,8,1,35,101, ,4,1, ,2,2,2,57,2,2,2,7,25,1,2,2,7,21,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,101,4, , , ,1,8,102,1, , , ,1,7,102,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , ,2,4,4,1,4,4,2,2,2,1,4, ,1,8,2,2, ,2,2,2,2, , ,2,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , ,2, , ,4, ,2,2,3,2, , , , , , , , ,3, ,2,2, , ,3, ,3, ,3, , , , , , , , , , , , , , , ,3, , , ,2, , , , , ,1,1, ,2, ,2, ,-1,2,2, ,-1, , , , , ,1,2,1, , , , , , , , , , , , , , , , , ,04,2, , ,102,2, , , , , , , , , , ,18012815,31.6,2,1,190.464947819899,7.19431305550201,764.081534663383,10.7171541035143, , , , , , , , , , , , , , , , , , ,9,102,2,4,4,2,3,4,3,2,2,2,900,14,12,6,5, , , , , , , , , , , , ,9,8,5,4, , , , , , , , , , , , , , , , , , , , , ,5,4,2,1, , , ,2,2,2,1, , , ,5,4,2,2, , , , , , , , , , , , ,5,8,7,5,4, , , , , , , , , , , , ,3,2,2,2, , , , , , , , , , , , ,14,12,6,5, , , , , , , , , , , , ,14,12,6,5, , , , , , , , , , , , ,2,1,5,5,102,101,101,101, , , ,102, , , , , , , , , , , , , , , , , , ,102,102,102,102,102,102,102,102,102, , , , , , , , , ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,1,0,2,3,0,2,2,1,104,202,3,3,1,2,3,3,3, , , , , , , , , , , , ,3,3,2,2,2,102,90,90,90,90,90, , , ,201,201,201,201,201, , , ,103,104,103,102, , , ,110,110,113,113, , , ,2,102,102,110,110,201,201, , , ,104,104,101,106, , , , ,102,2,2,102,102,102,101,104,101,101,100,104,104,104,104,104,0,0,202,202,202,202, ,202, ,0,0,0,0,0,0,0, , , , ,0, , , , ,3,2,2, ,101,2,1, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,1, ,3,102,-1,-1,-1,-1,1,102,102,101,102,101,-1, , , , , ,102, , ,2,900,202,104,102,201,102,2,2,2,2,2,0,2,2,999, , , ,900
